Name of Restaurant,Location,Cuisine,Top Dishes,Price for 2,Dining Rating,Dining Rating Count,Delivery Rating,Delivery Rating Count,Features
Chai Kings,Mylapore,"['Tea', ' Fast Food', ' Beverages']",Favourite Dishe,200.0,3.7,42,4.3,809,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Chai Kings,Ramapuram,"['Tea', ' Fast Food', ' Beverages']",Favourite Dishe,200.0,3.1,31,Not provide Dining,0,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
Chai Kings,Medavakkam,"['Tea', ' Fast Food', ' Beverages']",Favourite Dishe,200.0,Not provide Dining,Not provide Dining,4.1,1127,"['Breakfast', 'Delivery Only']"
Chai Kings,Besant Nagar,"['Tea', ' Fast Food', ' Beverages']",Favourite Dishe,200.0,3.4,21,3.9,379,"['Home Delivery', 'Outdoor Seating']"
Chai Kings,Porur,"['Tea', ' Fast Food', ' Beverages']",Favourite Dishe,200.0,Not provide Dining,Not provide Dining,4.5,144,"['Home Delivery', 'All Day Breakfast']"
Chai Kings,Mogappair,"['Tea', ' Fast Food', ' Beverages']",Favourite Dishe,200.0,3.6,22,4.2,321,"['Home Delivery', 'Indoor Seating', 'All Day Breakfast']"
Chai Kings,Vadapalani,"['Tea', ' Fast Food', ' Beverages']",Favourite Dishe,200.0,3.2,18,4.3,545,"['Home Delivery', 'Indoor Seating', 'All Day Breakfast']"
Chai Kings,Potheri,"['Tea', ' Fast Food', ' Beverages']",Favourite Dishe,200.0,3.1,17,4.3,226,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Chai Kings,Anna Nagar,"['Tea', ' Fast Food', ' Beverages']",Favourite Dishe,200.0,2.7,22,4.3,220,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Chai Kings,West Mambalam,"['Tea', ' Fast Food', ' Beverages']",Favourite Dishe,200.0,Not provide Dining,Not provide Dining,4.2,352,"['Breakfast', 'Home Delivery', 'Standing Tables']"
Chai Kings,Meenambakkam,"['Tea', ' Fast Food', ' Beverages']",Favourite Dishe,200.0,3.2,11,4.4,107,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
Chai Kings,Koyambedu,"['Tea', ' Fast Food', ' Beverages']",Favourite Dishe,200.0,2.0,4,Not provide Dining,0,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
Chai Kings,Adyar,"['Tea', ' Fast Food', ' Beverages']",Favourite Dishe,200.0,Not provide Dining,Not provide Dining,4.0,289,"['Breakfast', 'Home Delivery']"
Chai Kings,Ekkaduthangal,"['Tea', ' Fast Food']",Favourite Dishe,300.0,3.5,10,4.4,599,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'All Day Breakfast', 'Desserts and Bakes']"
Chai Kings,Navallur,"['Tea', ' Fast Food', ' Beverages']",Favourite Dishe,200.0,Not provide Dining,Not provide Dining,3.7,257,"['Breakfast', 'Home Delivery']"
Chai Kings,Sholinganallur,"['Tea', ' Fast Food', ' Beverages']",Favourite Dishe,200.0,Not provide Dining,Not provide Dining,4.1,203,"['Breakfast', 'Home Delivery']"
Chai Kings,Alwarpet,"['Tea', ' Fast Food', ' Beverages']",Favourite Dishe,200.0,3.6,7,4.1,241,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'All Day Breakfast']"
Chai Kings,Kilpauk,"['Tea', ' Fast Food', ' Beverages']",Favourite Dishe,200.0,3.0,10,4.4,215,"['Home Delivery', 'Indoor Seating', 'All Day Breakfast', 'Desserts and Bakes']"
Chai Kings,Anna Nagar West,"['Tea', ' Fast Food', ' Beverages']",Favourite Dishe,200.0,3.6,5,Not provide Dining,0,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
Chai Kings,Taramani,"['Tea', ' Fast Food', ' Beverages']",Favourite Dishe,200.0,3.7,8,Not provide Dining,0,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
Chai Kings,Ashok Nagar,"['Tea', ' Fast Food', ' Beverages']",Favourite Dishe,200.0,2.0,4,Not provide Dining,0,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
Drunken Monkey,Anna Nagar East,"['Beverages', ' Fast Food']","['Fries', ' Sandwich', ' Hot Chocolate Brownie', ' Fried Cheese', ' Fruit Juices', ' Protein Shake', ' Oreo Shake']",400.0,4.2,315,4.3,405,"['Home Delivery', 'Indoor Seating']"
Drunken Monkey,Besant Nagar,"['Beverages', ' Fast Food']","['Cheesecake Shake', ' Irish Cold Coffee', ' Nutella Brownie Shake', ' Tikka Sandwich', ' Irish Cream Coffee']",400.0,4.0,204,4.0,1038,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Wifi']"
Drunken Monkey,Kilpauk,"['Beverages', ' Fast Food']","['Chocolate Nutella', ' Nutella Brownie Shake', ' Thick Shakes', ' Red Velvet Shake', ' French Fries', ' Fried Cheese', ' Irish Cream Coffee']",400.0,4.1,205,4.1,622,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Free Wifi', 'Indoor Seating']"
Drunken Monkey,Alwarpet,"['Beverages', ' Fast Food']","['Brownie Shake', ' Fries', ' Irish Cream Coffee']",400.0,3.9,136,4.0,779,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Drunken Monkey,Valasaravakkam,"['Beverages', ' Fast Food']","['Sandwich', ' Brownie']",400.0,3.9,134,4.0,590,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Drunken Monkey,Thuraipakkam,"['Beverages', ' Fast Food']",['Coffee'],400.0,4.0,107,3.8,1777,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Drunken Monkey,Mogappair,"['Beverages', ' Fast Food']",Favourite Dishe,600.0,3.9,69,4.1,641,"['Home Delivery', 'Indoor Seating']"
Drunken Monkey,Velachery,"['Beverages', ' Fast Food']","['Sandwich', ' Brownie Shake']",400.0,3.9,66,4.2,807,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Drunken Monkey,Ambattur,"['Beverages', ' Fast Food']",Favourite Dishe,400.0,3.7,29,4.1,226,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Drunken Monkey,Ashok Nagar,"['Beverages', ' Fast Food']",Favourite Dishe,400.0,3.6,33,4.2,320,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Drunken Monkey,Adambakkam,"['Beverages', ' Fast Food']",Favourite Dishe,400.0,3.5,24,4.1,115,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Drunken Monkey,Padur,"['Beverages', ' Fast Food']",Favourite Dishe,400.0,3.7,33,4.1,367,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Desserts and Bakes']"
Drunken Monkey,Pallavaram,"['Beverages', ' Fast Food']",Favourite Dishe,400.0,Not provide Dining,Not provide Dining,Not provide Dining,0,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Drunken Monkey,Pallikaranai,"['Beverages', ' Fast Food']",Favourite Dishe,400.0,Not provide Dining,Not provide Dining,Not provide Dining,0,"['Home Delivery', 'Indoor Seating']"
Ambur Star Biryani,Chromepet,"['Biryani', ' Fast Food', ' Chinese', ' North Indian', ' South Indian', ' BBQ', ' Kebab']","['Chicken Biryani', ' Brinjal Curry', ' Mutton Biryani', ' Chicken Grill']",600.0,3.8,202,3.8,13400,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Ambur Star Biryani,Selaiyur,"['Biryani', ' North Indian', ' Chinese', ' Chettinad', ' Arabian']",['Biryani'],700.0,3.6,252,3.9,4798,"['Home Delivery', 'Table reservation required', 'Indoor Seating']"
Ambur Star Biryani,Vadapalani,"['Biryani', ' North Indian', ' Chinese', ' Chettinad', ' Arabian']","['Pepper Chicken', ' Brinjal Gravy', ' Chicken 65', ' Onion Raita', ' Mutton Biryani', ' Brinjal Curry', ' Tomato Rice']",700.0,3.9,273,4.2,999,"['Home Delivery', 'Catering Available', 'Indoor Seating']"
Ambur Star Biryani,Potheri,"['Biryani', ' North Indian', ' Chinese', ' Chettinad', ' Arabian']","['Ambur Biryani', ' Chicken Lollipop', ' Naan', ' Tomato Rice']",700.0,3.8,267,4.2,3128,"['Home Delivery', 'Indoor Seating']"
Ambur Star Biryani,Kottivakkam,"['South Indian', ' Biryani']","['Raita', ' Tomato Rice', ' Bread Halwa', ' Chicken Grill', ' Mutton Biryani', ' Prawn']",600.0,3.9,217,4.0,1714,"['Home Delivery', 'Indoor Seating']"
Ambur Star Biryani,Ramapuram,"['Biryani', ' North Indian', ' Chinese', ' Chettinad', ' Arabian']","['Mutton Chukka', ' Chicken Grill', ' Mutton Biryani', ' Tomato Rice']",700.0,3.5,153,4.1,821,"['Home Delivery', 'Indoor Seating']"
Ambur Star Biryani,Anna Nagar East,"['Biryani', ' North Indian', ' Chinese', ' Chettinad', ' Arabian']",Favourite Dishe,700.0,3.7,137,4.1,1208,"['Home Delivery', 'Indoor Seating']"
Ambur Star Biryani,T. Nagar,"['Biryani', ' Chinese', ' North Indian']",['Biryani'],600.0,3.8,123,4.1,2098,"['Home Delivery', 'Indoor Seating']"
Ambur Star Biryani,Medavakkam,"['Biryani', ' North Indian', ' Chinese', ' Chettinad', ' Arabian']",Favourite Dishe,700.0,3.6,78,3.9,4702,"['Home Delivery', 'Indoor Seating']"
Ambur Star Biryani,Sholinganallur,"['Biryani', ' North Indian', ' Chinese', ' Chettinad', ' Arabian']",Favourite Dishe,700.0,3.5,30,4.2,372,"['Home Delivery', 'Catering Available', 'Indoor Seating']"
Ambur Star Biryani,Red Hills,"['Biryani', ' South Indian']",Favourite Dishe,600.0,3.3,11,Not provide Dining,0,"['Home Delivery', 'Indoor Seating']"
Ambur Star Briyani,Old Mahabalipuram Road (OMR),"['Biryani', ' North Indian', ' Chinese', ' Chettinad', ' Arabian']",Favourite Dishe,700.0,3.6,5,3.4,75,"['Home Delivery', 'Indoor Seating']"
Sachin Ka Dhabba,Anna Nagar West,"['North Indian', ' Chinese']","['Roti', ' Tandoori Chicken', ' Panneer Butter Masala', ' Chicken Lollipop', ' Lassi', ' Paneer Tikka', ' Egg Fried Rice']",500.0,2.3,177,3.6,671,"['Home Delivery', 'Indoor Seating']"
Sachin Ka Dhabba,Kodambakkam,"['North Indian', ' Chinese']","['Butter Chicken', ' Lassi', ' Roti', ' Butter Naan', ' Dal Tadka']",500.0,2.5,110,3.6,587,"['Home Delivery', 'Indoor Seating']"
Sachin Ka Dhabba,Mogappair,"['North Indian', ' Chinese']","['Lassi', ' Dal Makhani', ' Butter Naan', ' Aloo Paratha']",500.0,3.2,94,3.5,1132,"['Home Delivery', 'Indoor Seating']"
Tosai,Velachery,"['South Indian', ' North Indian']","['Pizza Dosa', ' Noodle', ' Chilli Mushroom', ' Mushroom Schezwan Dosa', ' Mexican Dosa', ' Masala Dosa']",450.0,4.1,286,4.0,882,"['Home Delivery', 'Vegetarian Only', 'Outdoor Seating']"
Tosai,Ashok Nagar,"['South Indian', ' North Indian']","['Pizza Dosa', ' Cheese Dosa', ' Masala Dosa']",450.0,4.0,181,3.9,76,"['Home Delivery', 'Vegetarian Only', 'Outdoor Seating']"
Tosai,Madipakkam,"['South Indian', ' North Indian']","['Pizza Dosa', ' Noodle']",450.0,4.0,123,4.0,328,"['Home Delivery', 'Vegetarian Only', 'Outdoor Seating']"
Tosai,Navallur,"['South Indian', ' North Indian']","['Cheesy Corn', ' American Chopsuey']",450.0,4.0,103,4.1,653,"['Home Delivery', 'Vegetarian Only', 'Outdoor Seating']"
Tosai,Chromepet,"['South Indian', ' North Indian']",['Pizza Dosa'],450.0,3.6,71,4.2,322,"['Home Delivery', 'Indoor Seating']"
Tosai,Selaiyur,"['South Indian', ' North Indian']",Favourite Dishe,450.0,3.7,39,4.3,106,"['Breakfast', 'Home Delivery', 'Free Parking', 'Indoor Seating', 'Catering Available']"
Tosai,Besant Nagar,"['South Indian', ' North Indian']",Favourite Dishe,450.0,3.0,17,Not provide Dining,0,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Tosai,Thuraipakkam,"['Fast Food', ' North Indian']",Favourite Dishe,200.0,2.9,13,3.9,85,"['Home Delivery', 'Vegetarian Only', 'Outdoor Seating']"
Tosai,Triplicane,"['Fast Food', ' North Indian']",Favourite Dishe,200.0,3.5,9,Not provide Dining,0,"['Vegetarian Only', 'Outdoor Seating']"
Old Madras Baking Company,Adyar,"['Bakery', ' Fast Food', ' Sandwich', ' Desserts']","['Cupcake', ' Sandwich', ' Bagel', ' Brownie', ' Cappuccino', ' Latte', ' Banana Bread']",250.0,4.1,150,4.5,531,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']"
Old Madras Baking Company,Nungambakkam,"['Bakery', ' Fast Food', ' Sandwich', ' Desserts']","['Coffee', ' Bagel', ' Sandwich', ' Cappuccino', ' Hot Chocolate']",250.0,3.9,71,4.5,344,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Free Parking']"
Old Madras Baking Company,Anna Nagar East,"['Bakery', ' Fast Food', ' Sandwich', ' Desserts']",Favourite Dishe,250.0,3.6,49,4.3,280,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Pre-Ordering Required']"
Old Madras Baking Company,T. Nagar,"['Bakery', ' Fast Food', ' Sandwich', ' Desserts']",Favourite Dishe,250.0,2.0,4,Not provide Dining,0,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']"
Hot Chips,Karapakkam,"['Street Food', ' North Indian', ' Chinese']","['Filtered Coffee', ' Chips', ' Vada', ' Paratha']",400.0,2.3,309,3.7,6906,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Hot Chips,Ashok Nagar,"['Street Food', ' North Indian', ' Chinese']","['Coffee', ' Chips', ' Tea', ' Pav Bhaji']",400.0,3.5,267,3.9,8773,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Hot Chips,Velachery,"['Street Food', ' North Indian', ' Chinese']","['Chips', ' Tea', ' Manchurian', ' Filtered Coffee', ' Idli', ' Raita', ' Ghee Dosa']",400.0,2.2,279,3.8,1940,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Hot Chips,Anna Nagar West,"['Street Food', ' North Indian', ' Chinese']","['Chips', ' Filtered Coffee', ' Tomato Soup', ' Noodle', ' Pongal', ' Tea', ' Idli Sambar']",400.0,3.8,254,3.9,2675,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Hot Chips,Thiruvanmiyur,"['Street Food', ' North Indian', ' Chinese']","['Chips', ' Chaat', ' Pongal', ' Hot Badam Milk', ' Filtered Coffee']",400.0,2.3,213,3.6,5659,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table Reservation Not Required']"
Hot Chips,Valasaravakkam,"['Street Food', ' North Indian', ' Chinese']","['Pongal', ' Chips', ' Filtered Coffee']",400.0,3.6,163,3.7,7202,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Hot Chips,Neelangarai,"['Street Food', ' North Indian', ' Chinese']","['Chips', ' Filtered Coffee', ' Tea', ' Paratha', ' Biryani', ' Onion Dosa', ' Curd Rice']",400.0,2.1,200,3.6,803,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Hot Chips,Chromepet,"['Street Food', ' North Indian', ' Chinese']","['Chips', ' Filtered Coffee', ' Paratha', ' Chaat']",400.0,2.7,176,3.8,3573,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Hot Chips,Purasavakkam,"['Street Food', ' North Indian', ' Chinese']","['Pav Bhaji', ' Panneer Butter Masala', ' Coffee', ' Chips']",400.0,3.6,149,3.8,6452,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Hot Chips,Adyar,"['Street Food', ' North Indian', ' Chinese']","['Coffee', ' Chips', ' Podi Dosa', ' Tomato Soup', ' Thali', ' Tea', ' Plain Dosa']",400.0,2.6,148,3.8,887,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Free Parking']"
Hot Chips,Tambaram,"['Street Food', ' North Indian', ' Chinese']","['Chips', ' Butter Naan', ' Filtered Coffee']",400.0,3.2,120,3.9,5467,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Hot Chips,T. Nagar,"['Street Food', ' North Indian', ' Chinese']","['Coffee', ' Pav Bhaji', ' Chaat', ' Chips']",400.0,3.0,79,3.9,2696,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Free Parking', 'All Day Breakfast']"
Hot Chips,Guduvancheri,['South Indian'],Favourite Dishe,250.0,3.8,126,4.0,7946,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Hot Chips,T. Nagar,"['Street Food', ' North Indian', ' Chinese']","['Chips', ' Filter Coffee', ' Samosa']",400.0,3.4,103,4.0,2070,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Hot Chips,Pallavaram,"['Street Food', ' North Indian', ' Chinese']",Favourite Dishe,400.0,3.7,51,4.1,4287,"['Home Delivery', 'Vegetarian Only', 'Table Reservation Not Required', 'Indoor Seating']"
Hot Chips,Parrys,"['South Indian', ' North Indian', ' Chinese']","['Filtered Coffee', ' Chips']",300.0,3.4,76,3.9,3272,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Hot Chips,Nungambakkam,"['South Indian', ' Fast Food']",Favourite Dishe,200.0,3.3,80,3.8,4425,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Hot Chips,Ashok Nagar,"['South Indian', ' Chinese', ' North Indian', ' Juices']",Favourite Dishe,350.0,2.0,5,Not provide Dining,0,"['Breakfast', 'Vegetarian Only', 'Indoor Seating']"
Hot Chips,Egmore,"['Street Food', ' North Indian', ' Chinese']",Favourite Dishe,400.0,3.3,24,3.8,1589,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Hot Chips,Ashok Nagar,"['Street Food', ' North Indian', ' Chinese']",Favourite Dishe,400.0,3.2,7,Not provide Dining,0,"['Breakfast', 'Vegetarian Only', 'Indoor Seating']"
Hot Chips,Ambattur,"['Street Food', ' North Indian', ' Chinese']",Favourite Dishe,400.0,Not provide Dining,Not provide Dining,Not provide Dining,0,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Kolapasi Takeaway,Adyar,"['South Indian', ' Chinese']","['Chicken Chukka', ' Paratha', ' Beetroot Halwa', ' Biryani', ' Idiyappam', ' Kolapasi Chicken', ' Chicken Curry']",500.0,Not provide Dining,Not provide Dining,4.1,3964,['Home Delivery']
Kolapasi Takeaway,Ashok Nagar,"['South Indian', ' Chinese']","['Fry Prawns', ' Prawn', ' Chicken Keema Biryani', ' Chicken Chukka', ' Curd Rice', ' Panneer Butter Masala', ' Fish Curry']",500.0,Not provide Dining,Not provide Dining,3.6,4319,['Home Delivery']
Kolapasi Takeaway,Anna Nagar East,"['South Indian', ' Chinese']",['Chicken Chukka Biryani'],500.0,Not provide Dining,Not provide Dining,3.8,3082,['Home Delivery']
Kolapasi Takeaway,Mogappair,"['South Indian', ' Chinese']",Favourite Dishe,500.0,Not provide Dining,Not provide Dining,3.8,616,['Home Delivery']
Kolapasi Takeaway,T. Nagar,"['South Indian', ' Chinese']",Favourite Dishe,500.0,Not provide Dining,Not provide Dining,3.8,544,['Home Delivery']
Kolapasi Takeaway,Ramapuram,"['South Indian', ' Chinese']",Favourite Dishe,500.0,Not provide Dining,Not provide Dining,3.8,300,['Home Delivery']
Kolapasi Takeaway,Medavakkam,"['South Indian', ' Chinese']",Favourite Dishe,500.0,Not provide Dining,Not provide Dining,Not provide Dining,0,['Home Delivery']
Kolapasi Takeaway,Perungudi,"['South Indian', ' Chinese']",Favourite Dishe,500.0,Not provide Dining,Not provide Dining,3.7,55,['Home Delivery']
Kolapasi Takeaway,Velachery,"['South Indian', ' Chinese']",Favourite Dishe,500.0,Not provide Dining,Not provide Dining,Not provide Dining,0,['Home Delivery']
The Belgian Waffle Co.,Anna Nagar East,"['Desserts', ' Beverages', ' Fast Food']","['Triple Chocolate', ' Pancakes', ' Belgian Waffles']",300.0,3.8,96,4.1,833,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
The Belgian Waffle Co.,Kilpauk,"['Desserts', ' Beverages', ' Fast Food']",['Waffles'],300.0,3.8,102,4.3,151,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
The Belgian Waffle Co.,Vadapalani,"['Desserts', ' Beverages', ' Fast Food']","['Pancakes', ' Pizza Waffle', ' Belgian Waffles', ' Chocolate Overload', ' Belgian Chocolate Waffle']",300.0,3.9,115,4.5,1213,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
The Belgian Waffle Co.,Anna Nagar West,"['Desserts', ' Beverages', ' Fast Food']","['Nutella Waffle', ' Vanilla Ice Cream', ' Belgium Chocolate', ' Triple Chocolate', ' Red Velvet', ' Belgian Waffles', ' Chocolate Overload']",300.0,3.8,76,Not provide Dining,0,"['Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']"
The Belgian Waffle Co.,Ambattur,"['Desserts', ' Beverages', ' Fast Food']",['Belgian Waffles'],300.0,3.9,94,4.4,842,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Desserts and Bakes', 'Outdoor Seating', 'Free Wifi']"
The Belgian Waffle Co.,Velachery,"['Desserts', ' Beverages', ' Fast Food']",Favourite Dishe,300.0,3.8,40,Not provide Dining,0,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
The Belgian Waffle Co.,Thuraipakkam,"['Desserts', ' Beverages', ' Fast Food']",Favourite Dishe,300.0,3.6,23,4.4,111,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
The Belgian Waffle Co.,Egatoor,"['Desserts', ' Beverages', ' Fast Food']",Favourite Dishe,300.0,3.6,20,4.3,235,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
The Belgian Waffle Co.,Velachery,"['Desserts', ' Beverages', ' Fast Food']",Favourite Dishe,300.0,3.1,6,3.9,63,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
The Belgian Waffle Co.,Ramapuram,"['Desserts', ' Beverages', ' Fast Food']",Favourite Dishe,300.0,Not provide Dining,Not provide Dining,Not provide Dining,0,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
The Belgian Waffle Co.,Besant Nagar,"['Desserts', ' Beverages', ' Fast Food']",Favourite Dishe,300.0,Not provide Dining,Not provide Dining,Not provide Dining,0,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
SGS Snackers,Ramapuram,"['Pizza', ' Burger', ' Sandwich', ' Rolls', ' Fast Food', ' Beverages']",Favourite Dishe,300.0,3.5,48,4.2,1089,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
SGS Snackers,Ekkaduthangal,"['Pizza', ' Burger', ' Sandwich', ' Rolls', ' Fast Food', ' Beverages']",Favourite Dishe,300.0,3.4,5,3.9,15,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
SGS Snackers,Porur,"['Pizza', ' Burger', ' Sandwich', ' Rolls', ' Fast Food', ' Beverages']",Favourite Dishe,300.0,Not provide Dining,Not provide Dining,Not provide Dining,0,"['Home Delivery', 'Indoor Seating']"
Salem RR Biriyani Unavagam,Medavakkam,"['Biryani', ' South Indian', ' Chettinad', ' North Indian', ' Chinese']",Favourite Dishe,600.0,2.9,13,4.0,223,"['Home Delivery', 'Indoor Seating']"
Salem RR Biriyani Unavagam,Velachery,"['Biryani', ' South Indian', ' Chettinad', ' North Indian', ' Chinese']",Favourite Dishe,600.0,3.6,80,Not provide Dining,0,"['Home Delivery', 'Free Parking', 'Wifi', 'Indoor Seating']"
Salem RR Biriyani Unavagam,Ashok Nagar,"['Biryani', ' South Indian', ' Chettinad', ' North Indian', ' Chinese']",Favourite Dishe,600.0,2.9,20,3.9,956,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Wifi']"
Salem RR Biriyani Unavagam,Nandanam,"['Biryani', ' South Indian', ' Chettinad', ' North Indian', ' Chinese']",Favourite Dishe,600.0,3.4,5,3.8,94,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Wifi']"
Salem RR Biriyani Unavagam,Ekkaduthangal,"['Biryani', ' South Indian', ' Chettinad', ' North Indian', ' Chinese']",Favourite Dishe,600.0,Not provide Dining,Not provide Dining,3.6,70,"['Home Delivery', 'Indoor Seating']"
Salem RR Biriyani Unavagam,Adambakkam,"['Biryani', ' South Indian', ' Chettinad', ' North Indian', ' Chinese']",Favourite Dishe,600.0,Not provide Dining,Not provide Dining,Not provide Dining,0,"['Home Delivery', 'Indoor Seating']"
Rahman Biriyani,West Mambalam,"['Biryani', ' Chinese', ' North Indian']","['Brinjal Gravy', ' Tandoori Chicken', ' Raita', ' Chicken Biryani', ' Pepper Chicken', ' Chicken Grill', ' Noodle']",600.0,3.9,347,Not provide Dining,0,"['Home Delivery', 'Indoor Seating', 'Catering Available', 'Table Reservation Not Required']"
Rahman Biriyani,Selaiyur,"['Biryani', ' Chinese', ' North Indian']",['Raita'],600.0,3.2,186,3.9,51,"['Home Delivery', 'Indoor Seating', 'Catering Available', 'Table reservation required']"
Rahman Biriyani,Navallur,"['Biryani', ' Chinese', ' North Indian']",['Biryani'],300.0,Not provide Dining,Not provide Dining,3.3,10700,['Home Delivery']
Rahman Biriyani,Medavakkam,"['Biryani', ' Chinese', ' North Indian']","['Mutton Biryani', ' Tandoori Chicken']",600.0,3.1,105,3.8,173,"['Home Delivery', 'Indoor Seating', 'Table reservation required']"
Rahman Biriyani,Kelambakkam,"['Biryani', ' Chinese', ' North Indian']",Favourite Dishe,600.0,3.6,94,3.4,3960,"['Home Delivery', 'Indoor Seating']"
Rahman Biryani,Kottivakkam,"['Biryani', ' Chinese', ' North Indian']",Favourite Dishe,600.0,3.6,48,3.9,46,"['Home Delivery', 'Indoor Seating', 'Catering Available']"
Rahman Biriyani,Selaiyur,"['Biryani', ' Chinese', ' North Indian']",Favourite Dishe,600.0,3.3,36,3.8,693,"['Home Delivery', 'Indoor Seating']"
That Waffle Place !,Anna Nagar East,"['Desserts', ' Beverages']","['Waffles', ' Nutella Pancakes', ' Iced Tea', ' Blueberry Compote']",300.0,Not provide Dining,Not provide Dining,4.3,2265,"['Home Delivery', 'Desserts and Bakes']"
That Waffle Place,Velachery,"['Desserts', ' Beverages']",Favourite Dishe,300.0,3.6,34,4.5,341,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
That Waffle Place !,Royapettah,"['Desserts', ' Beverages']",Favourite Dishe,300.0,3.7,29,4.6,1014,"['Home Delivery', 'Vegetarian Only', 'Outdoor Seating', 'Desserts and Bakes']"
Sri Balaji Woodlands,Anna Nagar East,"['South Indian', ' Chinese', ' North Indian', ' Beverages']",Favourite Dishe,450.0,3.4,10,4.3,231,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating']"
Sri Balaji Woodlands,Perambur,"['South Indian', ' Chinese', ' North Indian', ' Beverages']",Favourite Dishe,600.0,3.4,19,3.9,1064,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Sri Balaji Woodlands,Perambur,"['South Indian', ' Chinese', ' North Indian', ' Beverages']",Favourite Dishe,450.0,Not provide Dining,Not provide Dining,3.9,81,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
